StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age _1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age _1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age _1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age _1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age _1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age _1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age _1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age _1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age _1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age _1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age _1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age _1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age _1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age _1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age _1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age _1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age _1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age _1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age _1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age _1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age_1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_traits_DO,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_traits_DO,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_traits_DO,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_traits_DO,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_traits_DO,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_traits_DO,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_traits_DO,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_traits_DO,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_traits_DO,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_traits_DO,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_traits_DO,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_traits_DO,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_traits_DO,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_traits_DO,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_traits_DO,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_traits_DO,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_traits_DO,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_traits_DO,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_traits_DO,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_traits_DO,20_age_1,partAge,sex,sex_4_TEXT,race,race_6_TEXT,FL_8_DO,faces1_DO,faces2_DO,faces3_DO
4/26/22 9:57,4/26/22 10:09,0,142.105.43.29,100,702,1,4/26/22 10:09,R_yDb55AxLLHkHXEt,,,,,40.8492,-73.9735,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,6,5,5|1|2|3|4,72,5,2,5,2,5,5|1|4|3|2,76,6,2,3,6,5,4|3|5|2|1,56,5,5,2,6,6,2|5|4|1|3,66,4,2,6,3,5,5|3|1|2|4,65,3,3,5,3,6,4|1|2|5|3,60,4,4,3,5,5,5|4|3|2|1,69,5,2,3,4,6,2|4|5|1|3,65,3,3,6,2,4,5|3|4|1|2,62,5,3,4,2,6,3|4|1|5|2,58,5,6,3,5,4,4|5|3|2|1,20,4,4,2,5,5,5|2|3|4|1,34,5,4,3,3,5,1|4|3|2|5,26,3,4,3,5,5,1|5|3|2|4,22,4,4,5,3,5,3|2|4|5|1,32,2,3,4,3,4,2|1|5|3|4,28,4,4,4,4,5,4|2|5|1|3,23,5,5,3,5,5,4|5|2|1|3,36,4,4,4,4,4,4|5|3|1|2,34,4,4,3,3,5,5|1|4|2|3,28,19,1,,5,,faces3,,,face |age|traits
4/26/22 10:08,4/26/22 10:27,0,150.210.231.27,100,1111,1,4/26/22 10:27,R_3efMQ3v0pyYnIUB,,,,,40.6764,-73.8753,anonymous,EN,1,7,5,7,7,7,52,7,6,7,7,7,36,6,6,6,6,6,47,7,6,7,7,6,42,7,7,7,7,7,39,6,5,6,6,6,53,5,4,5,5,5,47,6,5,5,5,5,44,7,7,7,7,7,60,5,5,5,6,5,45,7,7,7,7,7,28,7,7,6,6,7,28,7,7,7,7,7,22,7,7,7,7,7,33,6,6,6,5,6,31,6,5,6,6,6,28,4,3,5,4,5,32,6,5,5,5,5,31,6,6,6,6,6,18,5,6,5,6,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,4,,faces1,face |traits|age ,,
4/26/22 14:13,4/26/22 14:21,0,64.18.9.194,100,460,1,4/26/22 14:21,R_2zo1c4GjlFgAA1v,,,,,40.8019,-73.9285,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,7,7,55,3,1,6,6,6,68,6,1,2,6,6,60,6,2,5,7,7,55,4,1,6,3,5,56,3,1,5,2,5,65,2,1,7,1,7,45,4,1,4,4,4,70,3,1,6,3,7,55,6,1,1,7,7,69,2,4,2,2,2,35,6,6,1,6,6,25,6,6,3,6,6,24,4,6,2,3,3,25,1,7,3,2,2,20,3,2,3,4,6,35,2,4,6,4,3,30,3,6,5,3,5,28,6,4,1,7,7,27,7,7,2,6,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,5,,faces2,,face|traits|age,
4/26/22 15:06,4/26/22 15:11,0,64.18.9.202,100,322,1,4/26/22 15:11,R_3nUwCaVH44ihUS2,,,,,40.7961,-73.9513,anonymous,EN,1,2,1,3,6,6,63,2,3,3,5,5,54,6,3,2,6,3,62,6,4,3,7,7,48,7,2,2,7,7,66,1,1,4,2,2,70,3,1,6,1,7,44,2,1,4,1,6,70,4,1,7,7,7,80,5,1,6,1,6,49,5,7,4,5,5,31,4,5,3,2,4,38,4,3,6,4,3,30,5,7,5,6,4,24,2,5,6,3,2,25,4,3,5,5,4,50,3,4,5,3,6,38,3,2,4,5,5,28,4,3,3,3,5,25,3,3,4,3,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,5,,faces1,face |traits|age ,,
4/26/22 18:16,4/26/22 18:22,0,68.193.205.44,100,399,1,4/26/22 18:22,R_1Ffkcac6NV85exi,,,,,40.8343,-73.9235,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,7,7,5|1|4|3|2,52,4,5,5,6,5,3|1|2|4|5,45,5,2,3,5,4,3|4|1|5|2,31,5,4,6,4,5,3|2|1|5|4,35,3,2,2,3,3,4|1|3|2|5,34,3,1,6,1,4,2|4|5|3|1,44,5,5,4,3,5,4|1|3|5|2,30,5,3,4,5,4,4|3|2|1|5,41,1,1,1,1,1,4|2|1|3|5,37,4,4,4,6,5,1|4|2|5|3,41,4,5,3,6,5,5|1|4|2|3,21,7,3,2,7,5,2|4|1|3|5,19,5,6,4,3,7,3|1|4|2|5,22,5,3,4,5,5,1|3|2|5|4,22,6,5,3,6,6,2|5|1|3|4,23,5,5,5,6,7,5|3|4|2|1,23,5,3,3,4,2,3|5|4|2|1,31,7,5,5,6,7,4|3|5|1|2,30,4,3,1,2,3,2|1|4|5|3,27,4,3,5,5,3,2|4|1|3|5,21,20,1,,1,,faces3,,,face |traits|age
4/26/22 19:45,4/26/22 20:03,0,69.127.174.217,100,1076,1,4/26/22 20:03,R_1pJQLK0hDPq8BNe,,,,,40.6462,-73.9559,anonymous,EN,1,6,1,4,6,6,52,6,1,4,6,6,52,4,1,4,4,4,56,2,1,5,2,4,60,6,1,5,7,6,52,2,2,6,2,4,55,5,2,2,6,6,68,2,1,6,4,6,55,4,1,4,6,4,80,4,1,4,4,4,52,4,6,4,5,4,24,4,4,4,4,4,29,4,1,4,4,4,20,4,7,4,4,4,18,1,1,2,1,4,32,4,7,4,5,4,30,4,1,4,4,4,42,4,2,7,4,4,22,4,4,4,4,4,18,4,7,5,4,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,1,,faces1,face |age |traits,,
4/26/22 20:41,4/26/22 20:51,0,68.199.9.29,100,637,1,4/26/22 20:51,R_2tbe1UXA4BWE6oo,,,,,40.5828,-73.9532,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,4,4,53,2,1,1,2,2,47,3,1,1,5,5,46,3,1,1,4,5,51,3,2,1,4,3,52,2,2,4,2,4,63,2,2,3,2,3,53,1,1,1,1,3,44,2,1,3,2,5,57,2,1,3,3,6,58,2,4,2,4,3,31,3,5,3,4,5,29,3,4,2,3,4,27,2,4,2,4,6,23,2,3,1,2,3,21,2,1,1,3,4,19,3,2,2,4,5,26,2,2,2,2,5,24,2,1,1,2,3,29,2,1,1,3,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,,5,,faces2,,face|age|traits,
4/27/22 11:51,4/27/22 11:57,0,150.210.231.27,100,320,1,4/27/22 11:57,R_Y5m48BNqCuZ520h,,,,,40.6764,-73.8753,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2|1|3|4|5,72,1,1,1,1,3,5|2|1|4|3,81,1,1,1,1,1,4|2|3|1|5,31,4,1,2,4,4,2|4|5|1|3,61,1,1,1,1,1,1|5|3|4|2,66,1,1,1,1,2,5|2|4|3|1,57,1,1,1,1,1,5|1|4|3|2,78,1,1,1,1,1,4|5|1|3|2,62,1,1,1,1,1,2|1|3|5|4,69,1,1,1,1,2,5|2|4|3|1,82,1,1,1,1,1,2|4|3|1|5,21,1,1,1,6,6,3|4|2|1|5,21,1,1,1,2,2,1|2|5|3|4,19,1,1,1,1,1,3|5|1|2|4,24,2,1,1,3,3,3|4|5|1|2,25,1,1,1,1,1,3|1|2|5|4,21,1,1,1,1,1,2|5|3|1|4,19,1,1,1,1,1,2|5|4|1|3,24,1,1,1,1,1,2|3|5|4|1,26,1,1,2,1,2,2|5|3|4|1,25,18,2,,1,,faces3,,,face |traits|age
4/27/22 12:08,4/27/22 12:13,0,107.175.102.37,100,351,1,4/27/22 12:13,R_1pXnt0zitdPG8OB,,,,,42.8856,-78.8736,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,4,45,2,1,1,4,2,52,6,2,2,5,6,66,6,1,2,6,3,55,2,1,1,6,6,56,2,1,5,3,5,64,1,5,6,2,5,37,1,1,6,4,2,60,1,1,6,2,5,49,6,3,2,6,6,55,2,5,2,5,4,28,2,5,2,5,4,26,3,5,2,5,6,27,6,6,3,7,6,24,2,6,2,5,4,23,3,2,3,5,4,27,3,5,4,6,6,27,1,3,6,2,5,31,3,3,2,5,4,29,2,6,3,5,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,5,,faces2,,face|age|traits,
4/27/22 12:57,4/27/22 13:06,0,150.210.231.27,100,544,1,4/27/22 13:06,R_3MikaFo2At8bK6J,,,,,40.6764,-73.8753,anonymous,EN,1,5,2,2,4,2,58,3,3,2,4,5,50,3,3,4,3,3,55,5,4,5,5,6,48,5,3,4,5,5,59,2,2,3,3,4,61,4,3,4,3,4,60,5,4,5,4,6,54,3,2,4,3,6,64,3,2,5,2,5,55,5,5,4,5,5,25,3,4,4,3,3,32,6,5,5,6,6,18,6,6,6,6,6,18,3,4,5,4,4,18,4,6,6,5,4,30,2,1,3,2,2,35,3,2,5,4,2,32,4,3,3,5,4,18,3,5,5,4,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 years old ,2,,3,,faces1,face |age |traits,,
4/27/22 13:08,4/27/22 13:16,0,150.210.231.27,100,506,1,4/27/22 13:16,R_RwNqv4iFsNVj1tv,,,,,40.6764,-73.8753,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,5,5,5|3|1|4|2,61,5,4,5,6,6,5|2|3|1|4,64,3,3,3,4,3,5|4|1|3|2,55,5,5,5,6,5,2|1|5|3|4,56,3,3,3,4,4,4|3|2|1|5,47,2,1,4,3,4,4|2|1|5|3,60,5,5,5,4,5,3|4|2|1|5,65,5,3,5,5,5,1|2|4|5|3,62,3,3,4,3,4,4|2|3|5|1,60,3,1,4,2,3,5|4|1|2|3,64,4,4,4,4,4,5|2|1|4|3,20,3,4,3,5,4,1|5|2|3|4,25,4,4,4,4,5,2|1|4|5|3,19,4,4,4,5,5,5|3|1|2|4,22,4,5,5,5,5,5|4|2|3|1,23,3,2,3,2,3,2|1|5|3|4,23,3,3,2,3,3,2|4|3|1|5,18,1,1,1,1,1,1|4|5|3|2,31,3,2,2,2,2,4|2|3|1|5,22,4,3,4,4,3,2|1|5|4|3,23,,2,,3,,faces3,,,face |traits|age
4/27/22 14:16,4/27/22 14:25,0,150.210.231.30,100,516,1,4/27/22 14:25,R_3PTsZU4P2Cc6qyG,,,,,40.6764,-73.8753,anonymous,EN,1,3,5,4,2,4,65,2,5,3,6,4,41,1,1,2,1,1,34,3,5,4,5,5,45,4,3,2,3,4,50,1,1,3,2,3,56,3,6,4,4,5,46,1,3,2,1,3,61,1,2,3,1,4,67,2,1,2,3,3,63,3,6,3,2,4,21,2,1,2,1,3,24,2,5,4,3,5,23,3,6,2,3,4,22,3,5,4,3,4,23,2,1,1,3,4,23,2,4,4,2,4,27,2,1,3,4,4,28,2,2,3,4,4,19,2,4,3,1,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,,3,,faces1,face |age |traits,,
4/28/22 0:03,4/28/22 0:17,0,70.23.93.203,100,822,1,4/28/22 0:17,R_1IB2gHTxbl0nIiu,,,,,40.6739,-73.9358,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,5,6,45,5,3,4,5,2,58,7,6,7,7,7,50,7,7,7,7,7,50,2,3,2,2,2,54,2,2,2,3,3,63,2,5,7,2,4,42,4,3,5,5,2,56,5,3,6,2,6,65,6,3,2,6,5,63,5,7,6,3,7,35,7,7,2,7,6,28,7,6,1,7,7,25,3,7,6,2,5,22,2,7,7,3,4,18,5,7,5,6,7,22,4,6,3,4,6,32,2,6,7,2,5,27,6,5,2,7,6,32,3,7,5,6,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,1,,faces2,,face|traits|age,
4/28/22 9:33,4/28/22 9:39,0,50.74.222.146,100,358,1,4/28/22 9:39,R_2Ei4lv8Afuw7cBk,,,,,40.7513,-73.8244,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,2,2,3|5|4|1|2,78,4,3,5,5,5,3|1|2|5|4,65,1,1,1,1,1,3|5|1|2|4,52,2,2,2,1,2,5|3|2|1|4,47,2,2,2,2,3,2|5|4|3|1,53,4,3,5,2,5,4|5|2|1|3,61,2,2,3,1,4,4|2|1|5|3,52,4,2,5,2,7,5|4|2|3|1,59,3,5,5,1,4,1|4|3|5|2,51,4,2,6,2,6,3|5|2|1|4,64,3,3,4,2,3,4|2|3|5|1,25,2,6,2,5,3,1|3|4|5|2,23,2,2,2,2,5,2|5|4|1|3,29,3,3,3,3,3,4|1|5|3|2,27,4,3,3,5,4,5|3|4|2|1,30,1,1,1,1,1,2|5|3|4|1,41,2,2,4,2,3,4|1|5|3|2,34,5,4,4,5,5,4|3|2|5|1,37,4,1,1,1,1,4|5|3|2|1,29,2,3,5,2,3,1|5|3|2|4,47,,1,,1,,faces3,,,face |traits|age
4/28/22 10:22,4/28/22 10:33,0,74.72.245.150,100,627,1,4/28/22 10:33,R_2WDpfZM9OtD2bd8,,,,,40.7706,-73.9283,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,6,7,48,5,2,3,6,4,46,2,2,6,2,6,60,5,3,2,7,6,50,4,2,7,4,5,51,2,1,6,4,4,71,2,1,7,1,6,57,2,1,5,2,2,53,2,1,7,2,6,58,6,4,4,7,7,60,4,5,4,3,4,26,6,5,5,6,6,27,3,5,6,2,5,24,2,3,3,4,4,26,3,5,1,6,3,19,4,2,1,6,4,19,4,3,5,4,5,28,4,6,6,2,4,23,5,4,2,6,6,33,3,6,6,5,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,,3,,faces2,,face|age|traits,
4/28/22 11:15,4/28/22 11:24,0,150.210.231.27,100,579,1,4/28/22 11:24,R_diFVFckisaI8NDb,,,,,40.6764,-73.8753,anonymous,EN,1,3,1,5,3,4,66,4,2,5,3,4,50,1,1,5,1,2,62,4,1,5,5,4,62,4,1,1,5,4,62,4,5,5,6,4,58,4,6,6,3,5,54,4,5,3,6,5,54,4,6,6,6,4,74,4,4,5,3,4,54,4,5,3,6,4,30,3,3,4,3,4,38,4,5,2,6,4,34,4,6,4,6,4,26,4,5,2,5,4,30,4,5,2,6,4,30,4,2,3,3,4,38,4,3,2,6,4,34,4,6,2,7,4,18,4,6,5,6,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,,1,,faces1,face |age |traits,,
